first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_agent_type_sequence,information_type,agent_type,demand_period,volume,OD_relative_gap,travel_time,path_gap,preload_volume,volume_before_odme,volume_after_odme,volume_diff_odme,rt_new_path_flag,volume_before_sa,volume_after_sa,volume_diff_sa,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,#_of_sensor_links,#_of_SA_links,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, ODME_TT_0,ODME_TT_1,ODME_TT_2,ODME_Vol_0,ODME_Vol_1,ODME_Vol_2,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,446,8,24,7,23,8->24,1,2,,,0,d,am,28.3915,0.0966,0.0434,0.0090,0.0000,28.3915,28.3915,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0434,0.0434,0.0200,0.0124,8;7;18;20;22;23;24;,20;18;56;63;70;73;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",,,0.003;0.002;0.004;0.005;0.004;0.002;,0.003;0.002;0.004;0.005;0.004;0.002;,
,447,9,1,8,0,9->1,0,1,,,0,d,am,459.3750,0.0776,0.0223,0.0000,0.0000,459.3750,459.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0223,0.0223,0.0150,0.0093,9;5;4;3;1;,23;11;8;5;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,,0.005;0.002;0.004;0.004;,0.005;0.002;0.004;0.004;,
,448,9,1,8,0,9->1,1,2,,,0,d,am,40.6250,0.0776,0.0433,0.0217,0.0000,40.6250,40.6250,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0433,0.0433,0.0220,0.0137,9;10;11;12;3;1;,25;27;33;35;5;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",,,0.003;0.005;0.006;0.004;0.004;,0.003;0.005;0.006;0.004;0.004;,
,449,9,2,8,1,9->2,1,2,,,0,d,am,122.3555,0.0706,0.0283,0.0003,0.0000,122.3555,122.3555,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0283,0.0283,0.0210,0.0131,9;5;4;3;1;2;,23;11;8;5;1;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,,0.005;0.002;0.004;0.004;0.006;,0.005;0.002;0.004;0.004;0.006;,
,450,9,2,8,1,9->2,0,1,,,0,d,am,61.4177,0.0706,0.0275,0.0007,0.0000,61.4177,61.4177,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0275,0.0275,0.0140,0.0087,9;5;6;2;,23;12;14;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586, -96.711251 43.605813)",,,0.005;0.004;0.005;,0.005;0.004;0.005;,
,451,9,2,8,1,9->2,2,3,,,0,d,am,16.2268,0.0706,0.0493,0.0220,0.0000,16.2268,16.2268,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0493,0.0493,0.0280,0.0174,9;10;11;12;3;1;2;,25;27;33;35;5;1;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,,0.003;0.005;0.006;0.004;0.004;0.006;,0.003;0.005;0.006;0.004;0.004;0.006;,
,452,9,3,8,2,9->3,0,1,,,0,d,am,91.8750,0.0928,0.0183,0.0000,0.0000,91.8750,91.8750,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0183,0.0183,0.0110,0.0068,9;5;4;3;,23;11;8;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,,0.005;0.002;0.004;,0.005;0.002;0.004;,
,453,9,3,8,2,9->3,1,2,,,0,d,am,8.1250,0.0928,0.0393,0.0217,0.0000,8.1250,8.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0393,0.0393,0.0180,0.0112,9;10;11;12;3;,25;27;33;35;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962)",,,0.003;0.005;0.006;0.004;,0.003;0.005;0.006;0.004;,
,454,9,4,8,3,9->4,0,1,,,0,d,am,675.5358,0.0462,0.0138,0.0000,0.0000,675.5358,675.5358,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0138,0.0138,0.0070,0.0044,9;5;4;,23;11;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",,,0.005;0.002;,0.005;0.002;,
,455,9,4,8,3,9->4,1,2,,,0,d,am,24.4642,0.0462,0.0299,0.0170,0.0000,24.4642,24.4642,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0299,0.0299,0.0140,0.0087,9;10;11;4;,25;27;31;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654)",,,0.003;0.005;0.006;,0.003;0.005;0.006;,
,456,9,5,8,4,9->5,1,2,,,0,d,am,24.6149,0.0664,0.0324,0.0220,0.0000,24.6149,24.6149,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0324,0.0324,0.0160,0.0099,9;10;11;4;5;,25;27;31;9;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034)",,,0.003;0.005;0.006;0.002;,0.003;0.005;0.006;0.002;,
,457,9,6,8,5,9->6,0,1,,,0,d,am,387.6925,0.0381,0.0203,0.0000,0.0000,387.6925,387.6925,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0203,0.0203,0.0090,0.0056,9;5;6;,23;12;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586)",,,0.005;0.004;,0.005;0.004;,
,458,9,6,8,5,9->6,1,2,,,0,d,am,12.3075,0.0381,0.0414,0.0220,0.0000,12.3075,12.3075,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0414,0.0414,0.0200,0.0124,9;10;11;4;5;6;,25;27;31;9;12;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",,,0.003;0.005;0.006;0.002;0.004;,0.003;0.005;0.006;0.002;0.004;,
,459,9,7,8,6,9->7,1,2,,,0,d,am,388.5430,0.1764,0.0253,0.0000,0.0000,388.5430,388.5430,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0253,0.0253,0.0130,0.0081,9;8;7;,24;20;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844)",,,0.010;0.003;,0.010;0.003;,
,460,9,7,8,6,9->7,2,3,,,0,d,am,7.4133,0.1764,0.0660,0.0427,0.0000,7.4133,7.4133,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0660,0.0660,0.0250,0.0155,9;10;11;4;5;6;8;7;,25;27;31;9;12;16;20;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",,,0.003;0.005;0.006;0.002;0.004;0.002;0.003;,0.003;0.005;0.006;0.002;0.004;0.002;0.003;,
,461,9,7,8,6,9->7,0,1,,,0,d,am,204.0438,0.1764,0.0381,0.0127,0.0000,204.0438,204.0438,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0381,0.0381,0.0120,0.0075,9;10;16;18;7;,25;29;50;54;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,,0.003;0.004;0.003;0.002;,0.003;0.004;0.003;0.002;,
,462,9,8,8,7,9->8,2,3,,,0,d,am,62.8676,0.1571,0.0436,0.0260,0.0000,62.8676,62.8676,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0436,0.0436,0.0120,0.0075,9;10;16;8;,25;29;47;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.711382 43.562324)",,,0.003;0.004;0.005;,0.003;0.004;0.005;,
,463,9,8,8,7,9->8,1,2,,,0,d,am,9.8843,0.1571,0.0587,0.0427,0.0000,9.8843,9.8843,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0587,0.0587,0.0220,0.0137,9;10;11;4;5;6;8;,25;27;31;9;12;16;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324)",,,0.003;0.005;0.006;0.002;0.004;0.002;,0.003;0.005;0.006;0.002;0.004;0.002;,
,464,9,11,8,10,9->11,1,2,,,0,d,am,277.2898,0.0252,0.0232,0.0027,0.0000,277.2898,277.2898,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0232,0.0232,0.0130,0.0081,9;5;4;11;,23;11;10;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",,,0.005;0.002;0.006;,0.005;0.002;0.006;,
,465,9,11,8,10,9->11,0,1,,,0,d,am,1122.7103,0.0252,0.0202,0.0000,0.0000,1122.7103,1122.7103,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0202,0.0202,0.0080,0.0050,9;10;11;,25;27;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131)",,,0.003;0.005;,0.003;0.005;,
,466,9,12,8,11,9->12,1,2,,,0,d,am,457.1405,0.1250,0.0224,0.0000,0.0000,457.1405,457.1405,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0224,0.0224,0.0150,0.0093,9;5;4;3;12;,23;11;8;7;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,,0.005;0.002;0.004;0.004;,0.005;0.002;0.004;0.004;,
,467,9,12,8,11,9->12,0,1,,,0,d,am,142.8595,0.1250,0.0352,0.0135,0.0000,142.8595,142.8595,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0352,0.0352,0.0140,0.0087,9;10;11;12;,25;27;33;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941)",,,0.003;0.005;0.006;,0.003;0.005;0.006;,
,468,9,13,8,12,9->13,1,2,,,0,d,am,457.1405,0.1119,0.0254,0.0000,0.0000,457.1405,457.1405,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0254,0.0254,0.0180,0.0112,9;5;4;3;12;13;,23;11;8;7;37;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,,0.005;0.002;0.004;0.004;0.003;,0.005;0.002;0.004;0.004;0.003;,
,469,9,13,8,12,9->13,0,1,,,0,d,am,142.8595,0.1119,0.0383,0.0135,0.0000,142.8595,142.8595,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0383,0.0383,0.0170,0.0106,9;10;11;12;13;,25;27;33;37;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",,,0.003;0.005;0.006;0.003;,0.003;0.005;0.006;0.003;,
,470,9,14,8,13,9->14,0,1,,,0,d,am,239.1945,0.0058,0.0344,0.0005,0.0000,239.1945,239.1945,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0344,0.0344,0.0120,0.0075,9;10;11;14;,25;27;34;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.751035 43.529306)",,,0.003;0.005;0.004;,0.003;0.005;0.004;,
,471,9,14,8,13,9->14,1,2,,,0,d,am,360.8055,0.0058,0.0348,0.0000,0.0000,360.8055,360.8055,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0348,0.0348,0.0140,0.0087,9;10;15;14;,25;28;44;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.751035 43.529306)",,,0.003;0.006;0.005;,0.003;0.006;0.005;,
,472,9,15,8,14,9->15,0,1,,,0,d,am,832.3254,0.0960,0.0216,0.0000,0.0000,832.3254,832.3254,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0216,0.0216,0.0090,0.0056,9;10;15;,25;28;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",,,0.003;0.006;,0.003;0.006;,
,473,9,15,8,14,9->15,1,2,,,0,d,am,67.6746,0.0960,0.0477,0.0278,0.0000,67.6746,67.6746,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0477,0.0477,0.0170,0.0106,9;10;11;14;15;,25;27;34;41;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",,,0.003;0.005;0.004;0.005;,0.003;0.005;0.004;0.005;,
,474,9,16,8,15,9->16,3,4,,,0,d,am,371.5129,0.0772,0.0295,0.0001,0.0000,371.5129,371.5129,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0295,0.0295,0.0150,0.0093,9;8;16;,24;22;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.711382 43.562324, -96.711382 43.546744)",,,0.010;0.005;,0.010;0.005;,
,475,9,16,8,15,9->16,0,1,,,0,d,am,628.6640,0.0772,0.0326,0.0025,0.0000,628.6640,628.6640,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0326,0.0326,0.0070,0.0044,9;10;16;,25;29;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744)",,,0.003;0.004;,0.003;0.004;,
,476,9,16,8,15,9->16,1,2,,,0,d,am,382.5791,0.0772,0.0308,0.0010,0.0000,382.5791,382.5791,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0308,0.0308,0.0180,0.0112,9;8;7;18;16;,24;20;18;55;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,,0.010;0.003;0.002;0.003;,0.010;0.003;0.002;0.003;,
,477,9,16,8,15,9->16,2,3,,,0,d,am,17.2440,0.0772,0.0703,0.0427,0.0000,17.2440,17.2440,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0703,0.0703,0.0270,0.0168,9;10;11;4;5;6;8;16;,25;27;31;9;12;16;22;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",,,0.003;0.005;0.006;0.002;0.004;0.002;0.005;,0.003;0.005;0.006;0.002;0.004;0.002;0.005;,
,478,9,17,8,16,9->17,1,2,,,0,d,am,734.0129,0.1356,0.0234,0.0000,0.0000,734.0129,734.0129,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0234,0.0234,0.0110,0.0068,9;10;17;,25;30;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",,,0.003;0.008;,0.003;0.008;,
,479,9,17,8,16,9->17,0,1,,,0,d,am,165.9871,0.1356,0.0436,0.0199,0.0000,165.9871,165.9871,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0436,0.0436,0.0090,0.0056,9;10;16;17;,25;29;49;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.711382 43.541280)",,,0.003;0.004;0.002;,0.003;0.004;0.002;,
,480,9,18,8,17,9->18,1,2,,,0,d,am,118.8219,0.1399,0.0274,0.0000,0.0000,118.8219,118.8219,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0274,0.0274,0.0150,0.0093,9;8;7;18;,24;20;18;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,,0.010;0.003;0.002;,0.010;0.003;0.002;,
,481,9,18,8,17,9->18,0,1,,,0,d,am,78.7070,0.1399,0.0360,0.0085,0.0000,78.7070,78.7070,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0360,0.0360,0.0100,0.0062,9;10;16;18;,25;29;50;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744)",,,0.003;0.004;0.003;,0.003;0.004;0.003;,
,482,9,18,8,17,9->18,2,3,,,0,d,am,2.4711,0.1399,0.0681,0.0427,0.0000,2.4711,2.4711,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0681,0.0681,0.0270,0.0168,9;10;11;4;5;6;8;7;18;,25;27;31;9;12;16;20;18;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)"
,483,9,19,8,18,9->19,1,2,,,0,d,am,338.1371,0.1464,0.0263,0.0000,0.0000,338.1371,338.1371,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0263,0.0263,0.0120,0.0075,9;10;15;19;,25;28;45;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)",,,0.003;0.006;0.003;,0.003;0.006;0.003;,
,484,9,19,8,18,9->19,0,1,,,0,d,am,31.7853,0.1464,0.0519,0.0256,0.0000,31.7853,31.7853,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.1,0.0519,0.0519,0.0110,0.0068,9;10;16;17;19;,25;29;49;53;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",,,0.003;0.004;0.002;0.002;,0.003;0.004;0.002;0.002;,
,485,9,19,8,18,9->19,2,3,,,0,d,am,30.0776,0.1464,0.0524,0.0278,0.0000,30.0776,30.0776,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0524,0.0524,0.0200,0.0124,9;10;11;14;15;19;,25;27;34;41;45;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591)",,,0.003;0.005;0.004;0.005;0.003;,0.003;0.005;0.004;0.005;0.003;,
,486,9,20,8,19,9->20,2,3,,,0,d,am,272.1275,0.1478,0.0316,0.0000,0.0000,272.1275,272.1275,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0316,0.0316,0.0190,0.0118,9;8;7;18;20;,24;20;18;56;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,,0.010;0.003;0.002;0.004;,0.010;0.003;0.002;0.004;,
,487,9,20,8,19,9->20,1,2,,,0,d,am,115.6554,0.1478,0.0385,0.0075,0.0000,115.6554,115.6554,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0385,0.0385,0.0160,0.0099,9;10;15;19;20;,25;28;45;59;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",,,0.003;0.006;0.003;0.004;,0.003;0.006;0.003;0.004;,
,488,9,20,8,19,9->20,0,1,,,0,d,am,206.1210,0.1478,0.0403,0.0085,0.0000,206.1210,206.1210,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0403,0.0403,0.0140,0.0087,9;10;16;18;20;,25;29;50;56;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",,,0.003;0.004;0.003;0.004;,0.003;0.004;0.003;0.004;,
,489,9,20,8,19,9->20,3,4,,,0,d,am,6.0961,0.1478,0.0744,0.0451,0.0000,6.0961,6.0961,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0744,0.0744,0.0280,0.0174,9;10;11;14;15;22;21;20;,25;27;34;41;46;69;64;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333)",,,0.003;0.005;0.004;0.005;0.003;0.002;0.006;,0.003;0.005;0.004;0.005;0.003;0.002;0.006;,
,490,9,21,8,20,9->21,0,1,,,0,d,am,257.1499,0.0719,0.0376,0.0000,0.0000,257.1499,257.1499,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0376,0.0376,0.0140,0.0087,9;10;15;22;21;,25;28;46;69;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",,,0.003;0.006;0.003;0.002;,0.003;0.006;0.003;0.002;,
,491,9,21,8,20,9->21,1,2,,,0,d,am,26.7933,0.0719,0.0487,0.0118,0.0000,26.7933,26.7933,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0487,0.0487,0.0220,0.0137,9;10;15;19;20;21;,25;28;45;59;62;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",,,0.003;0.006;0.003;0.004;0.006;,0.003;0.006;0.003;0.004;0.006;,
,492,9,21,8,20,9->21,2,3,,,0,d,am,7.5582,0.0719,0.0638,0.0278,0.0000,7.5582,7.5582,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0638,0.0638,0.0220,0.0137,9;10;11;14;15;22;21;,25;27;34;41;46;69;,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",,,0.003;0.005;0.004;0.005;0.003;0.002;,0.003;0.005;0.004;0.005;0.003;0.002;,
