first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_mode_type_sequence,information_type,mode_type,demand_period,volume,OD_relative_gap,travel_time,path_gap,preload_volume,volume_before_odme,volume_after_odme,volume_diff_odme,rt_new_path_flag,volume_before_sa,volume_after_sa,volume_diff_sa,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,#_of_sensor_links,#_of_SA_links,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,409,8,14,7,13,8->14,5,6,,,0,auto,am,17.7804,0.0778,0.0495,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0495,0.0495,0.0240,0.0149,8;16;18;20;19;15;14;,22;50;56;61;57;44;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306)",,,0.005;0.003;0.004;0.004;0.003;0.005;,0.005;0.003;0.004;0.004;0.003;0.005;,
,410,8,14,7,13,8->14,1,2,,,0,auto,am,98.7381,0.0778,0.0472,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0472,0.0472,0.0220,0.0137,8;7;18;20;22;23;14;,20;18;56;63;70;71;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",,,0.003;0.002;0.004;0.005;0.004;0.004;,0.003;0.002;0.004;0.005;0.004;0.004;,
,411,8,14,7,13,8->14,2,3,,,0,auto,am,18.0316,0.0778,0.0499,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0499,0.0499,0.0240,0.0149,8;7;18;20;21;24;23;14;,20;18;56;62;66;76;71;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",,,0.003;0.002;0.004;0.006;0.003;0.002;0.004;,0.003;0.002;0.004;0.006;0.003;0.002;0.004;,
,412,8,15,7,14,8->15,0,1,,,0,auto,am,117.5262,0.0736,0.0356,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0356,0.0356,0.0120,0.0075,8;16;17;19;15;,22;49;53;57;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401)",,,0.005;0.002;0.002;0.003;,0.005;0.002;0.002;0.003;,
,413,8,15,7,14,8->15,1,2,,,0,auto,am,341.8655,0.0736,0.0307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0307,0.0307,0.0160,0.0099,8;7;18;20;19;15;,20;18;56;61;57;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401)",,,0.003;0.002;0.004;0.004;0.003;,0.003;0.002;0.004;0.004;0.003;,
,414,8,15,7,14,8->15,3,4,,,0,auto,am,58.4306,0.0736,0.0345,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0345,0.0345,0.0170,0.0106,8;7;18;20;22;15;,20;18;56;63;67;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.731504 43.529401)",,,0.003;0.002;0.004;0.005;0.003;,0.003;0.002;0.004;0.005;0.003;,
,415,8,15,7,14,8->15,4,5,,,0,auto,am,26.6706,0.0736,0.0363,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0363,0.0363,0.0190,0.0118,8;16;18;20;19;15;,22;50;56;61;57;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401)",,,0.005;0.003;0.004;0.004;0.003;,0.005;0.003;0.004;0.004;0.003;,
,416,8,15,7,14,8->15,2,3,,,0,auto,am,55.5071,0.0736,0.0403,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0403,0.0403,0.0200,0.0124,8;7;18;20;21;22;15;,20;18;56;62;65;67;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401)",,,0.003;0.002;0.004;0.006;0.002;0.003;,0.003;0.002;0.004;0.006;0.002;0.003;,
,417,8,16,7,15,8->16,1,2,,,0,auto,am,659.3651,0.0233,0.0129,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0129,0.0129,0.0080,0.0050,8;7;18;16;,20;18;55;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,,0.003;0.002;0.003;,0.003;0.002;0.003;,
,418,8,17,7,16,8->17,0,1,,,0,auto,am,994.3078,0.1470,0.0227,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0227,0.0227,0.0070,0.0044,8;16;17;,22;49;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",,,0.005;0.002;,0.005;0.002;,
,419,8,17,7,16,8->17,1,2,,,0,auto,am,258.9287,0.1470,0.0411,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0411,0.0411,0.0210,0.0131,8;9;10;17;,21;25;30;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",,,0.010;0.003;0.008;,0.010;0.003;0.008;,
,420,8,17,7,16,8->17,2,3,,,0,auto,am,90.1819,0.1470,0.0240,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0240,0.0240,0.0100,0.0062,8;7;18;16;17;,20;18;55;49;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280)",,,0.003;0.002;0.003;0.002;,0.003;0.002;0.003;0.002;,
,421,8,17,7,16,8->17,3,4,,,0,auto,am,56.5817,0.1470,0.0342,0.0115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0342,0.0342,0.0150,0.0093,8;7;18;20;19;17;,20;18;56;61;58;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.711382 43.541280)",,,0.003;0.002;0.004;0.004;0.002;,0.003;0.002;0.004;0.004;0.002;,
,422,8,18,7,17,8->18,0,1,,,0,auto,am,256.6647,0.0823,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0095,0.0095,0.0050,0.0031,8;7;18;,20;18;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,,0.003;0.002;,0.003;0.002;,
,423,8,18,7,17,8->18,1,2,,,0,auto,am,43.3353,0.0823,0.0151,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0151,0.0151,0.0080,0.0050,8;16;18;,22;50;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744)",,,0.005;0.003;,0.005;0.003;,
,424,8,19,7,18,8->19,0,1,,,0,auto,am,172.1138,0.0955,0.0310,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0310,0.0310,0.0090,0.0056,8;16;17;19;,22;49;53;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",,,0.005;0.002;0.002;,0.005;0.002;0.002;,
,425,8,19,7,18,8->19,1,2,,,0,auto,am,445.0156,0.0955,0.0260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0260,0.0260,0.0130,0.0081,8;7;18;20;19;,20;18;56;61;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)",,,0.003;0.002;0.004;0.004;,0.003;0.002;0.004;0.004;,
,426,8,19,7,18,8->19,4,5,,,0,auto,am,31.1157,0.0955,0.0317,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0317,0.0317,0.0160,0.0099,8;16;18;20;19;,22;50;56;61;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)",,,0.005;0.003;0.004;0.004;,0.005;0.003;0.004;0.004;,
,427,8,19,7,18,8->19,3,4,,,0,auto,am,27.5828,0.0955,0.0391,0.0130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0391,0.0391,0.0200,0.0124,8;7;18;20;22;15;19;,20;18;56;63;67;45;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)",,,0.003;0.002;0.004;0.005;0.003;0.003;,0.003;0.002;0.004;0.005;0.003;0.003;,
,428,8,19,7,18,8->19,2,3,,,0,auto,am,24.1721,0.0955,0.0449,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.0,0.0449,0.0449,0.0230,0.0143,8;7;18;20;21;22;15;19;,20;18;56;62;65;67;45;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)",,,0.003;0.002;0.004;0.006;0.002;0.003;0.003;,0.003;0.002;0.004;0.006;0.002;0.003;0.003;,
,429,8,20,7,19,8->20,0,1,,,0,auto,am,769.9941,0.0587,0.0137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0137,0.0137,0.0090,0.0056,8;7;18;20;,20;18;56;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,,0.003;0.002;0.004;,0.003;0.002;0.004;,
,430,8,20,7,19,8->20,1,2,,,0,auto,am,130.0059,0.0587,0.0194,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0194,0.0194,0.0120,0.0075,8;16;18;20;,22;50;56;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",,,0.005;0.003;0.004;,0.005;0.003;0.004;,
,431,8,21,7,20,8->21,0,1,,,0,auto,am,351.8808,0.0980,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0240,0.0240,0.0150,0.0093,8;7;18;20;21;,20;18;56;62;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485)",,,0.003;0.002;0.004;0.006;,0.003;0.002;0.004;0.006;,
,432,8,21,7,20,8->21,2,3,,,0,auto,am,17.7804,0.0980,0.0297,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0297,0.0297,0.0180,0.0112,8;16;18;20;21;,22;50;56;62;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485)",,,0.005;0.003;0.004;0.006;,0.005;0.003;0.004;0.006;,
,433,8,21,7,20,8->21,1,2,,,0,auto,am,30.3388,0.0980,0.0517,0.0282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0517,0.0517,0.0170,0.0106,8;16;17;19;15;22;21;,22;49;53;57;46;69;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",,,0.005;0.002;0.002;0.003;0.003;0.002;,0.005;0.002;0.002;0.003;0.003;0.002;,
,434,8,22,7,21,8->22,0,1,,,0,auto,am,389.1885,0.0962,0.0248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0248,0.0248,0.0140,0.0087,8;7;18;20;22;,20;18;56;63;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858)",,,0.003;0.002;0.004;0.005;,0.003;0.002;0.004;0.005;,
,435,8,22,7,21,8->22,3,4,,,0,auto,am,22.2255,0.0962,0.0304,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0304,0.0304,0.0170,0.0106,8;16;18;20;22;,22;50;56;63;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858)",,,0.005;0.003;0.004;0.005;,0.005;0.003;0.004;0.005;,
,436,8,22,7,21,8->22,1,2,,,0,auto,am,47.5638,0.0962,0.0306,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0306,0.0306,0.0170,0.0106,8;7;18;20;21;22;,20;18;56;62;65;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858)",,,0.003;0.002;0.004;0.006;0.002;,0.003;0.002;0.004;0.006;0.002;,
,437,8,22,7,21,8->22,2,3,,,0,auto,am,41.0222,0.0962,0.0454,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0454,0.0454,0.0150,0.0093,8;16;17;19;15;22;,22;49;53;57;46;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858)",,,0.005;0.002;0.002;0.003;0.003;,0.005;0.002;0.002;0.003;0.003;,
,438,8,23,7,22,8->23,0,1,,,0,auto,am,208.3552,0.0605,0.0377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0377,0.0377,0.0180,0.0112,8;7;18;20;22;23;,20;18;56;63;70;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",,,0.003;0.002;0.004;0.005;0.004;,0.003;0.002;0.004;0.005;0.004;,
,439,8,23,7,22,8->23,2,3,,,0,auto,am,9.7560,0.0605,0.0586,0.0209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0586,0.0586,0.0210,0.0131,8;16;17;19;15;14;23;,22;49;53;57;44;42;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858)",,,0.005;0.002;0.002;0.003;0.005;0.004;,0.005;0.002;0.002;0.003;0.005;0.004;,
,440,8,23,7,22,8->23,3,4,,,0,auto,am,9.6133,0.0605,0.0583,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0583,0.0583,0.0190,0.0118,8;16;17;19;15;22;23;,22;49;53;57;46;70;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858, -96.750904 43.514858)",,,0.005;0.002;0.002;0.003;0.003;0.004;,0.005;0.002;0.002;0.003;0.003;0.004;,
,441,8,23,7,22,8->23,1,2,,,0,auto,am,59.4701,0.0605,0.0403,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0403,0.0403,0.0200,0.0124,8;7;18;20;21;24;23;,20;18;56;62;66;76;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",,,0.003;0.002;0.004;0.006;0.003;0.002;,0.003;0.002;0.004;0.006;0.003;0.002;,
,442,8,23,7,22,8->23,4,5,,,0,auto,am,12.8054,0.0605,0.0459,0.0084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0459,0.0459,0.0230,0.0143,8;16;18;20;21;24;23;,22;50;56;62;66;76;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",,,0.005;0.003;0.004;0.006;0.003;0.002;,0.005;0.003;0.004;0.006;0.003;0.002;,
,443,8,24,7,23,8->24,2,3,,,0,auto,am,15.6325,0.0966,0.0603,0.0257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0603,0.0603,0.0230,0.0143,8;6;5;4;3;12;13;24;,19;15;11;8;7;37;39;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)",,,0.002;0.004;0.002;0.004;0.004;0.003;0.004;,0.002;0.004;0.002;0.004;0.004;0.003;0.004;,
,444,8,24,7,23,8->24,0,1,,,0,auto,am,147.0858,0.0966,0.0349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0349,0.0349,0.0180,0.0112,8;7;18;20;21;24;,20;18;56;62;66;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164)",,,0.003;0.002;0.004;0.006;0.003;,0.003;0.002;0.004;0.006;0.003;,
,445,8,24,7,23,8->24,3,4,,,0,auto,am,8.8902,0.0966,0.0406,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0406,0.0406,0.0210,0.0131,8;16;18;20;21;24;,22;50;56;62;66;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164)",,,0.005;0.003;0.004;0.006;0.003;,0.005;0.003;0.004;0.006;0.003;,
,446,8,24,7,23,8->24,1,2,,,0,auto,am,28.3915,0.0966,0.0434,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0434,0.0434,0.0200,0.0124,8;7;18;20;22;23;24;,20;18;56;63;70;73;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",,,0.003;0.002;0.004;0.005;0.004;0.002;,0.003;0.002;0.004;0.005;0.004;0.002;,
,447,9,1,8,0,9->1,0,1,,,0,auto,am,459.3750,0.0776,0.0223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0223,0.0223,0.0150,0.0093,9;5;4;3;1;,23;11;8;5;,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,,0.005;0.002;0.004;0.004;,0.005;0.002;0.004;0.004;,
,448,9,1,8,0,9->1,1,2,,,0,auto,am,40.6250,0.0776,0.0433,0.0217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0433,0.0433,0.0220,0.0137,9;10;11;12;3;1;,25;27;33;35;5;,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",,,0.003;0.005;0.006;0.004;0.004;,0.003;0.005;0.006;0.004;0.004;,
,449,9,2,8,1,9->2,1,2,,,0,auto,am,122.3555,0.0706,0.0283,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0283,0.0283,0.0210,0.0131,9;5;4;3;1;2;,23;11;8;5;1;,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,,0.005;0.002;0.004;0.004;0.006;,0.005;0.002;0.004;0.004;0.006;,
,450,9,2,8,1,9->2,0,1,,,0,auto,am,61.4177,0.0706,0.0275,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0275,0.0275,0.0140,0.0087,9;5;6;2;,23;12;14;,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586, -96.711251 43.605813)",,,0.005;0.004;0.005;,0.005;0.004;0.005;,
,451,9,2,8,1,9->2,2,3,,,0,auto,am,16.2268,0.0706,0.0493,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0493,0.0493,0.0280,0.0174,9;10;11;12;3;1;2;,25;27;33;35;5;1;,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,,0.003;0.005;0.006;0.004;0.004;0.006;,0.003;0.005;0.006;0.004;0.004;0.006;,
,452,9,3,8,2,9->3,0,1,,,0,auto,am,91.8750,0.0928,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0183,0.0183,0.0110,0.0068,9;5;4;3;,23;11;8;,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,,0.005;0.002;0.004;,0.005;0.002;0.004;,
,453,9,3,8,2,9->3,1,2,,,0,auto,am,8.1250,0.0928,0.0393,0.0217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0393,0.0393,0.0180,0.0112,9;10;11;12;3;,25;27;33;35;,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962)",,,0.003;0.005;0.006;0.004;,0.003;0.005;0.006;0.004;,
,454,9,4,8,3,9->4,0,1,,,0,auto,am,675.5358,0.0462,0.0138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0138,0.0138,0.0070,0.0044,9;5;4;,23;11;,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",,,0.005;0.002;,0.005;0.002;,
,455,9,4,8,3,9->4,1,2,,,0,auto,am,24.4642,0.0462,0.0299,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0299,0.0299,0.0140,0.0087,9;10;11;4;,25;27;31;,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654)",,,0.003;0.005;0.006;,0.003;0.005;0.006;,
,456,9,5,8,4,9->5,1,2,,,0,auto,am,24.6149,0.0664,0.0324,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0324,0.0324,0.0160,0.0099,9;10;11;4;5;,25;27;31;9;,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034)",,,0.003;0.005;0.006;0.002;,0.003;0.005;0.006;0.002;,
,457,9,6,8,5,9->6,0,1,,,0,auto,am,387.6925,0.0381,0.0203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0203,0.0203,0.0090,0.0056,9;5;6;,23;12;,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586)",,,0.005;0.004;,0.005;0.004;,
,458,9,6,8,5,9->6,1,2,,,0,auto,am,12.3075,0.0381,0.0414,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0414,0.0414,0.0200,0.0124,9;10;11;4;5;6;,25;27;31;9;12;,"LINESTRING (-96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",,,0.003;0.005;0.006;0.002;0.004;,0.003;0.005;0.006;0.002;0.004;,
,459,9,7,8,6,9->7,1,2,,,0,auto,am,388.5430,0.1764,0.0253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0253,0.0253,0.0130,0.0081,9;8;7;,24;20;,"LINESTRING (-96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844)",,,0.010;0.003;,0.010;0.003;,
