od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,path_FF_travel_time_min,distance_km,distance_mile,OD0,OD1,OD2,OD3,OD4,
1851,12,52,11,49,2,6,p,AM,6.69,1,15.0225,24.1712,15.0225,0.000000,0.000000,0.000000,0.000000,0.000000,
1852,12,53,11,50,2,6,p,AM,9.92,1,15.6390,25.1632,15.6390,0.000000,0.000000,0.000000,0.000000,0.000000,
1853,12,56,11,51,2,5,p,AM,0.06,1,32.3838,52.1055,32.3838,0.000000,0.000000,0.000000,0.000000,0.000000,
1854,12,58,11,52,2,5,p,AM,8.08,1,24.0236,38.6539,24.0235,0.000000,0.000000,0.000000,0.000000,0.000000,
1855,12,59,11,53,2,5,p,AM,0.23,1,26.8931,43.2711,26.8931,0.000000,0.000000,0.000000,0.000000,0.000000,
1856,12,60,11,54,2,5,p,AM,1.53,1,26.5246,42.6780,26.5245,0.000000,0.000000,0.000000,0.000000,0.000000,
1857,12,61,11,55,2,5,p,AM,1.22,1,29.3941,47.2952,29.3941,0.000000,0.000000,0.000000,0.000000,0.000000,
1858,12,62,11,56,2,5,p,AM,1.20,1,21.0829,33.9224,21.0829,0.000000,0.000000,0.000000,0.000000,0.000000,
1859,12,63,11,57,2,5,p,AM,4.10,1,23.6883,38.1145,23.6883,0.000000,0.000000,0.000000,0.000000,0.000000,
1860,12,64,11,58,2,5,p,AM,28.71,1,18.7427,30.1571,18.7427,0.000000,0.000000,0.000000,0.000000,0.000000,
1861,12,65,11,59,2,5,p,AM,0.90,1,21.4884,34.5748,21.4884,0.000000,0.000000,0.000000,0.000000,0.000000,
1862,12,66,11,60,2,7,p,AM,7.97,1,16.1620,26.0047,16.1620,0.000000,0.000000,0.000000,0.000000,0.000000,
1863,12,67,11,61,2,7,p,AM,5.20,1,18.1888,29.2658,18.1888,0.000000,0.000000,0.000000,0.000000,0.000000,
1864,12,68,11,62,2,7,p,AM,14.28,1,13.8440,22.2750,13.8440,0.000000,0.000000,0.000000,0.000000,0.000000,
1865,12,69,11,63,2,7,p,AM,19.32,1,15.8090,25.4367,15.8090,0.000000,0.000000,0.000000,0.000000,0.000000,
1866,12,70,11,64,2,6,p,AM,16.85,1,12.9076,20.7684,12.9076,0.000000,0.000000,0.000000,0.000000,0.000000,
1867,12,71,11,65,2,6,p,AM,19.80,1,14.6983,23.6495,14.6983,0.000000,0.000000,0.000000,0.000000,0.000000,
1868,12,72,11,66,2,6,p,AM,56.58,1,11.0127,17.7194,11.0127,0.000000,0.000000,0.000000,0.000000,0.000000,
1869,12,73,11,67,2,6,p,AM,66.58,1,12.6844,20.4092,12.6844,0.000000,0.000000,0.000000,0.000000,0.000000,
1870,12,74,11,68,2,6,p,AM,11.32,1,13.3842,21.5352,13.3842,0.000000,0.000000,0.000000,0.000000,0.000000,
1871,12,75,11,69,2,6,p,AM,8.94,1,11.9812,19.2778,11.9812,0.000000,0.000000,0.000000,0.000000,0.000000,
1872,12,76,11,70,2,7,p,AM,42.61,1,12.6600,20.3699,12.6600,0.000000,0.000000,0.000000,0.000000,0.000000,
1873,12,77,11,71,2,7,p,AM,64.32,1,10.9851,17.6750,10.9851,0.000000,0.000000,0.000000,0.000000,0.000000,
1874,12,78,11,72,2,8,p,AM,123.95,1,8.0412,12.9384,8.0412,0.000000,0.000000,0.000000,0.000000,0.000000,
1875,12,79,11,73,2,8,p,AM,24.77,1,10.6293,17.1026,10.6293,0.000000,0.000000,0.000000,0.000000,0.000000,
1876,12,80,11,74,2,8,p,AM,156.54,1,10.7315,17.2669,10.7315,0.000000,0.000000,0.000000,0.000000,0.000000,
1877,12,81,11,75,2,7,p,AM,74.50,1,14.0357,22.5834,14.0357,0.000000,0.000000,0.000000,0.000000,0.000000,
1878,12,82,11,76,2,9,p,AM,57.73,1,10.7800,17.3450,10.7800,0.000000,0.000000,0.000000,0.000000,0.000000,
1879,12,83,11,77,2,15,p,AM,21.54,1,13.6528,21.9674,13.6528,0.000000,0.000000,0.000000,0.000000,0.000000,
1880,12,84,11,78,2,1,p,AM,172.95,1,5.3094,8.5428,5.3094,0.000000,0.000000,0.000000,0.000000,0.000000,
1881,12,85,11,79,2,9,p,AM,232.57,1,7.6690,12.3394,7.6690,0.000000,0.000000,0.000000,0.000000,0.000000,
1882,12,86,11,80,2,9,p,AM,20.80,1,14.7424,23.7206,14.7424,0.000000,0.000000,0.000000,0.000000,0.000000,
1883,12,87,11,81,2,9,p,AM,12.92,1,17.6730,28.4358,17.6730,0.000000,0.000000,0.000000,0.000000,0.000000,
1884,12,88,11,82,2,9,p,AM,6.60,1,15.2895,24.6008,15.2895,0.000000,0.000000,0.000000,0.000000,0.000000,
1885,12,89,11,83,2,10,p,AM,4.19,1,18.2200,29.3160,18.2200,0.000000,0.000000,0.000000,0.000000,0.000000,
1886,12,90,11,84,2,9,p,AM,16.25,1,9.8684,15.8782,9.8684,0.000000,0.000000,0.000000,0.000000,0.000000,
1887,12,91,11,85,2,9,p,AM,17.69,1,13.6592,21.9776,13.6592,0.000000,0.000000,0.000000,0.000000,0.000000,
1888,12,92,11,86,2,17,p,AM,0.26,1,26.6290,42.8461,26.6290,0.000000,0.000000,0.000000,0.000000,0.000000,
1889,12,93,11,87,2,10,p,AM,2.42,1,18.4759,29.7277,18.4759,0.000000,0.000000,0.000000,0.000000,0.000000,
1890,12,94,11,88,2,10,p,AM,0.22,1,21.1506,34.0312,21.1505,0.000000,0.000000,0.000000,0.000000,0.000000,
1891,12,95,11,89,2,10,p,AM,0.67,1,21.5265,34.6361,21.5265,0.000000,0.000000,0.000000,0.000000,0.000000,
1892,12,96,11,90,2,10,p,AM,0.14,1,24.0811,38.7465,24.0811,0.000000,0.000000,0.000000,0.000000,0.000000,
1893,12,97,11,91,2,11,p,AM,7.73,1,18.6421,29.9951,18.6420,0.000000,0.000000,0.000000,0.000000,0.000000,
1894,12,98,11,92,2,11,p,AM,5.12,1,16.5288,26.5948,16.5288,0.000000,0.000000,0.000000,0.000000,0.000000,
1895,12,99,11,93,2,11,p,AM,1.59,1,23.5765,37.9346,23.5765,0.000000,0.000000,0.000000,0.000000,0.000000,
1896,12,100,11,94,2,11,p,AM,2.87,1,19.5184,31.4051,19.5184,0.000000,0.000000,0.000000,0.000000,0.000000,
1897,12,101,11,95,2,11,p,AM,2.63,1,23.9755,38.5766,23.9755,0.000000,0.000000,0.000000,0.000000,0.000000,
1898,12,102,11,96,2,12,p,AM,1.27,1,24.5161,39.4464,24.5161,0.000000,0.000000,0.000000,0.000000,0.000000,
1899,12,103,11,97,2,12,p,AM,0.21,1,27.1335,43.6579,27.1335,0.000000,0.000000,0.000000,0.000000,0.000000,
1900,12,104,11,98,2,12,p,AM,0.12,1,27.4498,44.1668,27.4498,0.000000,0.000000,0.000000,0.000000,0.000000,
1901,12,106,11,99,2,11,p,AM,2.39,1,25.9587,41.7675,25.9587,0.000000,0.000000,0.000000,0.000000,0.000000,
1902,12,107,11,100,2,11,p,AM,0.27,1,22.4489,36.1203,22.4489,0.000000,0.000000,0.000000,0.000000,0.000000,
1903,12,108,11,101,2,11,p,AM,0.28,1,29.4090,47.3191,29.4090,0.000000,0.000000,0.000000,0.000000,0.000000,
1904,12,109,11,102,2,11,p,AM,0.18,1,25.5623,41.1298,25.5623,0.000000,0.000000,0.000000,0.000000,0.000000,
1905,12,110,11,103,2,13,p,AM,0.38,1,27.4385,44.1485,27.4385,0.000000,0.000000,0.000000,0.000000,0.000000,
1906,12,111,11,104,2,11,p,AM,2.63,1,28.3556,45.6242,28.3556,0.000000,0.000000,0.000000,0.000000,0.000000,
1907,12,112,11,105,2,13,p,AM,2.28,1,30.4891,49.0569,30.4891,0.000000,0.000000,0.000000,0.000000,0.000000,
1908,12,113,11,106,2,13,p,AM,2.25,1,35.6496,57.3603,35.6496,0.000000,0.000000,0.000000,0.000000,0.000000,
1909,12,114,11,107,2,13,p,AM,0.09,1,31.4372,50.5824,31.4372,0.000000,0.000000,0.000000,0.000000,0.000000,
1910,12,115,11,108,2,13,p,AM,1.19,1,36.1838,58.2198,36.1838,0.000000,0.000000,0.000000,0.000000,0.000000,
1911,12,116,11,109,2,14,p,AM,0.09,1,40.6411,65.3916,40.6411,0.000000,0.000000,0.000000,0.000000,0.000000,
1912,12,118,11,110,2,14,p,AM,2.10,1,43.7490,70.3921,43.7490,0.000000,0.000000,0.000000,0.000000,0.000000,
1913,12,121,11,111,2,14,p,AM,1.08,1,36.7118,59.0693,36.7118,0.000000,0.000000,0.000000,0.000000,0.000000,
1914,12,123,11,112,2,14,p,AM,1.07,1,39.6404,63.7815,39.6404,0.000000,0.000000,0.000000,0.000000,0.000000,
1915,12,125,11,113,2,5,p,AM,0.07,1,28.0000,45.0520,28.0000,0.000000,0.000000,0.000000,0.000000,0.000000,
1916,12,127,11,114,2,15,p,AM,0.10,1,25.7771,41.4754,25.7771,0.000000,0.000000,0.000000,0.000000,0.000000,
1917,12,129,11,115,2,5,p,AM,2.05,1,22.2627,35.8207,22.2627,0.000000,0.000000,0.000000,0.000000,0.000000,
1918,12,130,11,116,2,5,p,AM,2.20,1,25.0104,40.2417,25.0104,0.000000,0.000000,0.000000,0.000000,0.000000,
1919,12,131,11,117,2,5,p,AM,1.24,1,20.0366,32.2390,20.0366,0.000000,0.000000,0.000000,0.000000,0.000000,
1920,12,132,11,118,2,15,p,AM,0.60,1,22.9095,36.8613,22.9095,0.000000,0.000000,0.000000,0.000000,0.000000,
1921,12,133,11,119,2,5,p,AM,12.36,1,16.9131,27.2131,16.9131,0.000000,0.000000,0.000000,0.000000,0.000000,
1922,12,134,11,120,2,5,p,AM,4.79,1,19.1091,30.7465,19.1091,0.000000,0.000000,0.000000,0.000000,0.000000,
1923,12,135,11,121,2,7,p,AM,16.34,1,13.8624,22.3047,13.8624,0.000000,0.000000,0.000000,0.000000,0.000000,
1924,12,136,11,122,2,15,p,AM,12.57,1,17.0115,27.3715,17.0115,0.000000,0.000000,0.000000,0.000000,0.000000,
1925,12,137,11,123,2,16,p,AM,0.19,1,28.5604,45.9537,28.5604,0.000000,0.000000,0.000000,0.000000,0.000000,
1926,12,141,11,124,2,15,p,AM,6.71,1,22.7572,36.6163,22.7572,0.000000,0.000000,0.000000,0.000000,0.000000,
1927,12,142,11,125,2,15,p,AM,1.37,1,25.5658,41.1354,25.5658,0.000000,0.000000,0.000000,0.000000,0.000000,
1928,12,143,11,126,2,15,p,AM,1.57,1,25.9298,41.7211,25.9298,0.000000,0.000000,0.000000,0.000000,0.000000,
1929,12,144,11,127,2,16,p,AM,1.40,1,28.7418,46.2455,28.7418,0.000000,0.000000,0.000000,0.000000,0.000000,
1930,12,145,11,128,2,15,p,AM,18.23,1,16.7294,26.9177,16.7294,0.000000,0.000000,0.000000,0.000000,0.000000,
1931,12,146,11,129,2,15,p,AM,10.07,1,19.4805,31.3442,19.4805,0.000000,0.000000,0.000000,0.000000,0.000000,
1932,12,147,11,130,2,15,p,AM,42.51,1,16.8553,27.1201,16.8553,0.000000,0.000000,0.000000,0.000000,0.000000,
1933,12,148,11,131,2,15,p,AM,18.13,1,22.4092,36.0564,22.4092,0.000000,0.000000,0.000000,0.000000,0.000000,
1934,12,149,11,132,2,19,p,AM,1.79,1,29.0451,46.7336,29.0451,0.000000,0.000000,0.000000,0.000000,0.000000,
1935,12,153,11,133,2,16,p,AM,3.08,1,29.0414,46.7276,29.0414,0.000000,0.000000,0.000000,0.000000,0.000000,
1936,12,154,11,134,2,16,p,AM,6.62,1,26.0536,41.9203,26.0536,0.000000,0.000000,0.000000,0.000000,0.000000,
1937,12,155,11,135,2,16,p,AM,1.51,1,27.3124,43.9456,27.3124,0.000000,0.000000,0.000000,0.000000,0.000000,
1938,12,156,11,136,2,19,p,AM,0.30,1,30.1852,48.5680,30.1852,0.000000,0.000000,0.000000,0.000000,0.000000,
1939,12,157,11,137,2,15,p,AM,6.57,1,20.9579,33.7213,20.9579,0.000000,0.000000,0.000000,0.000000,0.000000,
1940,12,158,11,138,2,15,p,AM,4.25,1,21.4237,34.4707,21.4237,0.000000,0.000000,0.000000,0.000000,0.000000,
1941,12,159,11,139,2,17,p,AM,6.01,1,21.1480,34.0271,21.1480,0.000000,0.000000,0.000000,0.000000,0.000000,
1942,12,160,11,140,2,17,p,AM,2.96,1,24.0786,38.7424,24.0785,0.000000,0.000000,0.000000,0.000000,0.000000,
1943,12,161,11,141,2,17,p,AM,4.93,1,29.8712,48.0628,29.8712,0.000000,0.000000,0.000000,0.000000,0.000000,
1944,12,170,11,142,2,5,p,AM,0.06,1,35.7412,57.5076,35.7412,0.000000,0.000000,0.000000,0.000000,0.000000,
1945,12,190,11,143,2,19,p,AM,1.09,1,39.0327,62.8036,39.0327,0.000000,0.000000,0.000000,0.000000,0.000000,
1946,12,191,11,144,2,19,p,AM,2.08,1,50.0069,80.4611,50.0069,0.000000,0.000000,0.000000,0.000000,0.000000,
1947,12,210,11,145,2,18,p,AM,3.04,1,35.2360,56.6947,35.2360,0.000000,0.000000,0.000000,0.000000,0.000000,
1948,12,219,11,146,2,18,p,AM,2.05,1,35.7411,57.5074,35.7411,0.000000,0.000000,0.000000,0.000000,0.000000,
1949,12,220,11,147,2,18,p,AM,0.05,1,32.1641,51.7520,32.1641,0.000000,0.000000,0.000000,0.000000,0.000000,
1950,12,221,11,148,2,18,p,AM,4.10,1,29.0922,46.8093,29.0922,0.000000,0.000000,0.000000,0.000000,0.000000,
1951,12,229,11,149,2,18,p,AM,0.34,1,26.9558,43.3719,26.9558,0.000000,0.000000,0.000000,0.000000,0.000000,
1952,12,230,11,150,2,18,p,AM,1.12,1,30.0064,48.2803,30.0064,0.000000,0.000000,0.000000,0.000000,0.000000,
1953,12,231,11,151,2,18,p,AM,0.37,1,26.1414,42.0615,26.1414,0.000000,0.000000,0.000000,0.000000,0.000000,
1954,12,232,11,152,2,18,p,AM,1.45,1,22.6735,36.4817,22.6735,0.000000,0.000000,0.000000,0.000000,0.000000,
1955,12,233,11,153,2,18,p,AM,1.96,1,25.6072,41.2020,25.6072,0.000000,0.000000,0.000000,0.000000,0.000000,
1956,12,267,11,154,2,16,p,AM,1.38,1,34.4680,55.4590,34.4680,0.000000,0.000000,0.000000,0.000000,0.000000,
1957,12,268,11,155,2,19,p,AM,0.12,1,37.5235,60.3753,37.5235,0.000000,0.000000,0.000000,0.000000,0.000000,
1958,12,269,11,156,2,19,p,AM,0.15,1,31.0214,49.9135,31.0214,0.000000,0.000000,0.000000,0.000000,0.000000,
1959,12,279,11,157,2,12,p,AM,0.07,1,29.6631,47.7280,29.6631,0.000000,0.000000,0.000000,0.000000,0.000000,
1960,12,287,11,158,2,20,p,AM,1.06,1,39.8086,64.0521,39.8086,0.000000,0.000000,0.000000,0.000000,0.000000,
1961,12,288,11,159,2,20,p,AM,2.07,1,42.9818,69.1578,42.9818,0.000000,0.000000,0.000000,0.000000,0.000000,
1962,12,356,11,160,2,13,p,AM,24.62,1,32.4384,52.1934,32.4384,0.000000,0.000000,0.000000,0.000000,0.000000,
1963,12,357,11,161,2,21,p,AM,0.41,1,38.4202,61.8182,38.4202,0.000000,0.000000,0.000000,0.000000,0.000000,
1964,12,377,11,162,2,22,p,AM,7.00,1,62.3861,100.3792,62.3861,0.000000,0.000000,0.000000,0.000000,0.000000,
1965,12,379,11,163,2,5,p,AM,3.00,1,72.7481,117.0517,72.7481,0.000000,0.000000,0.000000,0.000000,0.000000,
1966,12,383,11,166,2,23,p,AM,8.00,1,99.4450,160.0070,99.4450,0.000000,0.000000,0.000000,0.000000,0.000000,
1967,12,387,11,167,2,21,p,AM,21.00,1,46.3203,74.5294,46.3203,0.000000,0.000000,0.000000,0.000000,0.000000,
1968,13,1,12,0,2,6,p,AM,28.14,1,14.4485,23.2476,14.4485,0.000000,0.000000,0.000000,0.000000,0.000000,
1969,13,2,12,1,2,6,p,AM,42.08,1,12.1435,19.5389,12.1435,0.000000,0.000000,0.000000,0.000000,0.000000,
1970,13,3,12,2,2,2,p,AM,94.99,1,12.0664,19.4148,12.0664,0.000000,0.000000,0.000000,0.000000,0.000000,
1971,13,4,12,3,2,2,p,AM,104.68,1,9.4155,15.1496,9.4155,0.000000,0.000000,0.000000,0.000000,0.000000,
1972,13,5,12,4,2,2,p,AM,279.18,1,8.9560,14.4101,8.9560,0.000000,0.000000,0.000000,0.000000,0.000000,
1973,13,6,12,5,2,1,p,AM,59.56,1,12.6812,20.4040,12.6812,0.000000,0.000000,0.000000,0.000000,0.000000,
1974,13,7,12,6,2,1,p,AM,130.44,1,8.9579,14.4133,8.9579,0.000000,0.000000,0.000000,0.000000,0.000000,
1975,13,8,12,7,2,8,p,AM,59.22,1,11.6499,18.7448,11.6499,0.000000,0.000000,0.000000,0.000000,0.000000,
1976,13,9,12,8,2,8,p,AM,58.04,1,10.3548,16.6608,10.3548,0.000000,0.000000,0.000000,0.000000,0.000000,
1977,13,10,12,9,2,1,p,AM,220.26,1,7.2914,11.7318,7.2914,0.000000,0.000000,0.000000,0.000000,0.000000,
1978,13,11,12,10,2,1,p,AM,420.03,1,4.4218,7.1147,4.4218,0.000000,0.000000,0.000000,0.000000,0.000000,
1979,13,12,12,11,2,2,p,AM,379.82,1,4.8091,7.7379,4.8091,0.000000,0.000000,0.000000,0.000000,0.000000,
1980,13,14,12,13,2,2,p,AM,338.32,1,6.7961,10.9349,6.7961,0.000000,0.000000,0.000000,0.000000,0.000000,
1981,13,15,12,14,2,2,p,AM,322.67,1,7.2936,11.7354,7.2936,0.000000,0.000000,0.000000,0.000000,0.000000,
1982,13,16,12,15,2,3,p,AM,1068.96,1,4.3597,7.0147,4.3597,0.000000,0.000000,0.000000,0.000000,0.000000,
1983,13,17,12,16,2,3,p,AM,545.62,1,6.7355,10.8375,6.7355,0.000000,0.000000,0.000000,0.000000,0.000000,
1984,13,18,12,17,2,3,p,AM,588.16,1,6.7631,10.8818,6.7631,0.000000,0.000000,0.000000,0.000000,0.000000,
1985,13,19,12,18,2,3,p,AM,121.51,1,8.2473,13.2699,8.2473,0.000000,0.000000,0.000000,0.000000,0.000000,
1986,13,20,12,19,2,3,p,AM,379.58,1,3.8638,6.2169,3.8638,0.000000,0.000000,0.000000,0.000000,0.000000,
1987,13,21,12,20,2,3,p,AM,151.24,1,5.8287,9.3784,5.8287,0.000000,0.000000,0.000000,0.000000,0.000000,
1988,13,22,12,21,2,3,p,AM,75.53,1,9.7832,15.7412,9.7832,0.000000,0.000000,0.000000,0.000000,0.000000,
1989,13,23,12,22,2,3,p,AM,280.86,1,8.4032,13.5208,8.4032,0.000000,0.000000,0.000000,0.000000,0.000000,
1990,13,24,12,23,2,9,p,AM,191.07,1,6.0780,9.7795,6.0780,0.000000,0.000000,0.000000,0.000000,0.000000,
1991,13,25,12,24,2,9,p,AM,94.60,1,8.8383,14.2209,8.8383,0.000000,0.000000,0.000000,0.000000,0.000000,
1992,13,26,12,25,2,9,p,AM,180.64,1,11.9271,19.1907,11.9271,0.000000,0.000000,0.000000,0.000000,0.000000,
1993,13,27,12,26,2,4,p,AM,57.29,1,14.5614,23.4294,14.5614,0.000000,0.000000,0.000000,0.000000,0.000000,
1994,13,28,12,27,2,4,p,AM,117.17,1,11.8410,19.0522,11.8410,0.000000,0.000000,0.000000,0.000000,0.000000,
1995,13,29,12,28,2,4,p,AM,89.75,1,18.0990,29.1213,18.0990,0.000000,0.000000,0.000000,0.000000,0.000000,
1996,13,30,12,29,2,11,p,AM,36.50,1,14.3069,23.0198,14.3069,0.000000,0.000000,0.000000,0.000000,0.000000,
1997,13,31,12,30,2,4,p,AM,18.16,1,17.4996,28.1568,17.4996,0.000000,0.000000,0.000000,0.000000,0.000000,
1998,13,32,12,31,2,11,p,AM,17.73,1,17.7495,28.5589,17.7495,0.000000,0.000000,0.000000,0.000000,0.000000,
1999,13,33,12,32,2,11,p,AM,12.58,1,21.2685,34.2210,21.2685,0.000000,0.000000,0.000000,0.000000,0.000000,
2000,13,34,12,33,2,4,p,AM,21.01,1,20.8001,33.4673,20.8001,0.000000,0.000000,0.000000,0.000000,0.000000,
2001,13,35,12,34,2,4,p,AM,26.10,1,20.7227,33.3429,20.7227,0.000000,0.000000,0.000000,0.000000,0.000000,
2002,13,36,12,35,2,4,p,AM,25.06,1,24.6872,39.7217,24.6872,0.000000,0.000000,0.000000,0.000000,0.000000,
2003,13,37,12,36,2,7,p,AM,18.04,1,16.6613,26.8080,16.6613,0.000000,0.000000,0.000000,0.000000,0.000000,
2004,13,39,12,37,2,5,p,AM,0.26,1,30.6740,49.3544,30.6740,0.000000,0.000000,0.000000,0.000000,0.000000,
2005,13,41,12,38,2,5,p,AM,13.62,1,27.7460,44.6432,27.7460,0.000000,0.000000,0.000000,0.000000,0.000000,
2006,13,42,12,39,2,5,p,AM,1.11,1,28.4608,45.7934,28.4608,0.000000,0.000000,0.000000,0.000000,0.000000,
2007,13,43,12,40,2,18,p,AM,3.70,1,24.6140,39.6039,24.6140,0.000000,0.000000,0.000000,0.000000,0.000000,
2008,13,44,12,41,2,5,p,AM,1.48,1,27.7256,44.6105,27.7256,0.000000,0.000000,0.000000,0.000000,0.000000,
2009,13,45,12,42,2,18,p,AM,3.11,1,21.7470,34.9909,21.7470,0.000000,0.000000,0.000000,0.000000,0.000000,
2010,13,46,12,43,2,5,p,AM,3.89,1,24.6750,39.7021,24.6750,0.000000,0.000000,0.000000,0.000000,0.000000,
2011,13,47,12,44,2,18,p,AM,5.50,1,22.8993,36.8449,22.8992,0.000000,0.000000,0.000000,0.000000,0.000000,
2012,13,48,12,45,2,18,p,AM,7.30,1,22.6215,36.3980,22.6215,0.000000,0.000000,0.000000,0.000000,0.000000,
2013,13,49,12,46,2,6,p,AM,5.51,1,19.9706,32.1327,19.9706,0.000000,0.000000,0.000000,0.000000,0.000000,
2014,13,50,12,47,2,18,p,AM,5.85,1,19.6935,31.6868,19.6935,0.000000,0.000000,0.000000,0.000000,0.000000,
2015,13,51,12,48,2,6,p,AM,0.53,1,22.2288,35.7662,22.2288,0.000000,0.000000,0.000000,0.000000,0.000000,
2016,13,52,12,49,2,6,p,AM,6.09,1,18.1063,29.1330,18.1063,0.000000,0.000000,0.000000,0.000000,0.000000,
2017,13,53,12,50,2,6,p,AM,7.90,1,19.3302,31.1023,19.3302,0.000000,0.000000,0.000000,0.000000,0.000000,
2018,13,56,12,51,2,5,p,AM,2.09,1,33.2140,53.4413,33.2140,0.000000,0.000000,0.000000,0.000000,0.000000,
2019,13,58,12,52,2,5,p,AM,6.02,1,24.8538,39.9897,24.8538,0.000000,0.000000,0.000000,0.000000,0.000000,
2020,13,59,12,53,2,5,p,AM,1.22,1,27.7234,44.6069,27.7233,0.000000,0.000000,0.000000,0.000000,0.000000,
2021,13,60,12,54,2,5,p,AM,1.79,1,27.3548,44.0138,27.3548,0.000000,0.000000,0.000000,0.000000,0.000000,
2022,13,61,12,55,2,5,p,AM,3.33,1,30.2244,48.6310,30.2243,0.000000,0.000000,0.000000,0.000000,0.000000,
2023,13,62,12,56,2,5,p,AM,2.14,1,21.9131,35.2582,21.9131,0.000000,0.000000,0.000000,0.000000,0.000000,
2024,13,63,12,57,2,5,p,AM,6.04,1,24.5185,39.4503,24.5185,0.000000,0.000000,0.000000,0.000000,0.000000,
2025,13,64,12,58,2,5,p,AM,33.33,1,19.5729,31.4929,19.5729,0.000000,0.000000,0.000000,0.000000,0.000000,
2026,13,65,12,59,2,5,p,AM,1.27,1,22.3186,35.9107,22.3186,0.000000,0.000000,0.000000,0.000000,0.000000,
2027,13,66,12,60,2,7,p,AM,6.92,1,16.9922,27.3405,16.9922,0.000000,0.000000,0.000000,0.000000,0.000000,
2028,13,67,12,61,2,7,p,AM,5.08,1,19.0190,30.6016,19.0190,0.000000,0.000000,0.000000,0.000000,0.000000,
2029,13,68,12,62,2,7,p,AM,16.66,1,14.6742,23.6108,14.6742,0.000000,0.000000,0.000000,0.000000,0.000000,
2030,13,69,12,63,2,7,p,AM,18.88,1,16.6392,26.7725,16.6392,0.000000,0.000000,0.000000,0.000000,0.000000,
2031,13,70,12,64,2,6,p,AM,10.15,1,15.9914,25.7302,15.9914,0.000000,0.000000,0.000000,0.000000,0.000000,
2032,13,71,12,65,2,6,p,AM,14.12,1,16.4626,26.4883,16.4626,0.000000,0.000000,0.000000,0.000000,0.000000,
2033,13,72,12,66,2,6,p,AM,44.76,1,14.0965,22.6812,14.0965,0.000000,0.000000,0.000000,0.000000,0.000000,
2034,13,73,12,67,2,6,p,AM,54.71,1,14.4486,23.2479,14.4486,0.000000,0.000000,0.000000,0.000000,0.000000,
2035,13,74,12,68,2,6,p,AM,11.70,1,17.4351,28.0531,17.4351,0.000000,0.000000,0.000000,0.000000,0.000000,
2036,13,75,12,69,2,6,p,AM,7.93,1,16.0321,25.7957,16.0321,0.000000,0.000000,0.000000,0.000000,0.000000,
2037,13,76,12,70,2,7,p,AM,46.98,1,13.4902,21.7057,13.4902,0.000000,0.000000,0.000000,0.000000,0.000000,
2038,13,77,12,71,2,7,p,AM,70.34,1,11.8153,19.0108,11.8153,0.000000,0.000000,0.000000,0.000000,0.000000,
2039,13,78,12,72,2,8,p,AM,126.22,1,8.8714,14.2742,8.8714,0.000000,0.000000,0.000000,0.000000,0.000000,
2040,13,79,12,73,2,8,p,AM,28.19,1,11.4595,18.4384,11.4595,0.000000,0.000000,0.000000,0.000000,0.000000,
2041,13,80,12,74,2,8,p,AM,229.52,1,11.5617,18.6027,11.5617,0.000000,0.000000,0.000000,0.000000,0.000000,
2042,13,81,12,75,2,7,p,AM,111.66,1,14.8659,23.9192,14.8659,0.000000,0.000000,0.000000,0.000000,0.000000,
2043,13,82,12,76,2,9,p,AM,119.67,1,8.1020,13.0361,8.1020,0.000000,0.000000,0.000000,0.000000,0.000000,
2044,13,83,12,77,2,15,p,AM,39.96,1,10.9748,17.6585,10.9748,0.000000,0.000000,0.000000,0.000000,0.000000,
2045,13,84,12,78,2,1,p,AM,223.69,1,6.1396,9.8786,6.1396,0.000000,0.000000,0.000000,0.000000,0.000000,
2046,13,85,12,79,2,9,p,AM,596.12,1,4.9910,8.0305,4.9910,0.000000,0.000000,0.000000,0.000000,0.000000,
2047,13,86,12,80,2,9,p,AM,53.92,1,12.0644,19.4117,12.0644,0.000000,0.000000,0.000000,0.000000,0.000000,
2048,13,87,12,81,2,9,p,AM,30.03,1,14.9950,24.1269,14.9950,0.000000,0.000000,0.000000,0.000000,0.000000,
2049,13,88,12,82,2,9,p,AM,15.65,1,12.6115,20.2918,12.6115,0.000000,0.000000,0.000000,0.000000,0.000000,
2050,13,89,12,83,2,10,p,AM,5.56,1,15.5420,25.0071,15.5420,0.000000,0.000000,0.000000,0.000000,0.000000,
2051,13,90,12,84,2,9,p,AM,41.07,1,7.1904,11.5693,7.1904,0.000000,0.000000,0.000000,0.000000,0.000000,
2052,13,91,12,85,2,9,p,AM,39.06,1,10.9812,17.6687,10.9812,0.000000,0.000000,0.000000,0.000000,0.000000,
2053,13,92,12,86,2,17,p,AM,0.65,1,23.9510,38.5372,23.9510,0.000000,0.000000,0.000000,0.000000,0.000000,
2054,13,93,12,87,2,10,p,AM,10.13,1,15.7979,25.4188,15.7979,0.000000,0.000000,0.000000,0.000000,0.000000,
2055,13,94,12,88,2,10,p,AM,1.56,1,18.4725,29.7223,18.4725,0.000000,0.000000,0.000000,0.000000,0.000000,
2056,13,95,12,89,2,10,p,AM,1.69,1,18.8485,30.3272,18.8485,0.000000,0.000000,0.000000,0.000000,0.000000,
2057,13,96,12,90,2,10,p,AM,0.35,1,21.4031,34.4376,21.4031,0.000000,0.000000,0.000000,0.000000,0.000000,
